Timestamps,wc2-absolute,wc3-absolute,wc1-absolute,wc2-relative,wc3-relative,wc1-relative
1566555395,4,19,22,0.08888888888888889,0.4222222222222222,0.4888888888888889
1566555396,2,17,26,0.044444444444444446,0.37777777777777777,0.5777777777777777
1566555397,2,17,26,0.044444444444444446,0.37777777777777777,0.5777777777777777
1566555398,4,9,31,0.09090909090909091,0.20454545454545456,0.7045454545454546
1566555399,1,22,23,0.021739130434782608,0.4782608695652174,0.5
1566555400,5,13,27,0.1111111111111111,0.28888888888888886,0.6
1566555401,4,15,26,0.08888888888888889,0.3333333333333333,0.5777777777777777
1566555402,4,18,23,0.08888888888888889,0.4,0.5111111111111111
1566555403,5,12,26,0.11627906976744186,0.27906976744186046,0.6046511627906976
1566555404,2,18,26,0.043478260869565216,0.391304347826087,0.5652173913043478
1566555405,2,17,27,0.043478260869565216,0.3695652173913043,0.5869565217391305
1566555406,4,18,23,0.08888888888888889,0.4,0.5111111111111111
1566555407,3,17,25,0.06666666666666667,0.37777777777777777,0.5555555555555556
1566555408,3,19,22,0.06818181818181818,0.4318181818181818,0.5
1566555409,2,17,27,0.043478260869565216,0.3695652173913043,0.5869565217391305
1566555410,5,24,16,0.1111111111111111,0.5333333333333333,0.35555555555555557
1566555411,7,16,22,0.15555555555555556,0.35555555555555557,0.4888888888888889
1566555412,3,16,24,0.06976744186046512,0.37209302325581395,0.5581395348837209
1566555413,6,17,23,0.13043478260869565,0.3695652173913043,0.5
1566555414,5,18,22,0.1111111111111111,0.4,0.4888888888888889
1566555415,4,10,32,0.08695652173913043,0.21739130434782608,0.6956521739130435
1566555416,4,15,26,0.08888888888888889,0.3333333333333333,0.5777777777777777
1566555417,2,23,20,0.044444444444444446,0.5111111111111111,0.4444444444444444
1566555418,4,16,23,0.09302325581395349,0.37209302325581395,0.5348837209302325
1566555419,3,20,23,0.06521739130434782,0.43478260869565216,0.5
1566555420,2,14,29,0.044444444444444446,0.3111111111111111,0.6444444444444445
1566555421,3,18,24,0.06666666666666667,0.4,0.5333333333333333
1566555422,3,16,27,0.06521739130434782,0.34782608695652173,0.5869565217391305
1566555423,3,21,20,0.06818181818181818,0.4772727272727273,0.45454545454545453
1566555424,3,15,28,0.06521739130434782,0.32608695652173914,0.6086956521739131
1566555425,2,20,23,0.044444444444444446,0.4444444444444444,0.5111111111111111
1566555426,1,12,31,0.022727272727272728,0.2727272727272727,0.7045454545454546
1566555427,8,23,15,0.17391304347826086,0.5,0.32608695652173914
1566555428,1,16,28,0.022222222222222223,0.35555555555555557,0.6222222222222222
1566555429,1,18,25,0.022727272727272728,0.4090909090909091,0.5681818181818182
1566555430,2,20,23,0.044444444444444446,0.4444444444444444,0.5111111111111111
1566555431,2,16,27,0.044444444444444446,0.35555555555555557,0.6
1566555432,3,19,24,0.06521739130434782,0.41304347826086957,0.5217391304347826
1566555433,4,15,25,0.09090909090909091,0.3409090909090909,0.5681818181818182
1566555434,3,15,28,0.06521739130434782,0.32608695652173914,0.6086956521739131
1566555435,4,19,23,0.08695652173913043,0.41304347826086957,0.5
1566555436,6,16,21,0.13953488372093023,0.37209302325581395,0.4883720930232558
1566555437,4,18,24,0.08695652173913043,0.391304347826087,0.5217391304347826
1566555438,4,14,26,0.09090909090909091,0.3181818181818182,0.5909090909090909
1566555439,4,17,24,0.08888888888888889,0.37777777777777777,0.5333333333333333
1566555440,4,18,24,0.08695652173913043,0.391304347826087,0.5217391304347826
1566555441,2,19,24,0.044444444444444446,0.4222222222222222,0.5333333333333333
1566555442,1,16,27,0.022727272727272728,0.36363636363636365,0.6136363636363636
1566555443,3,19,22,0.06818181818181818,0.4318181818181818,0.5
1566555444,0,14,33,0,0.2978723404255319,0.7021276595744681
1566555445,4,16,24,0.09090909090909091,0.36363636363636365,0.5454545454545454
1566555446,5,21,21,0.10638297872340426,0.44680851063829785,0.44680851063829785
1566555447,1,15,26,0.023809523809523808,0.35714285714285715,0.6190476190476191
1566555448,6,14,26,0.13043478260869565,0.30434782608695654,0.5652173913043478
1566555449,1,16,29,0.021739130434782608,0.34782608695652173,0.6304347826086957
1566555450,1,15,28,0.022727272727272728,0.3409090909090909,0.6363636363636364
1566555451,4,16,26,0.08695652173913043,0.34782608695652173,0.5652173913043478
1566555452,0,19,25,0,0.4318181818181818,0.5681818181818182
1566555453,5,8,32,0.1111111111111111,0.17777777777777778,0.7111111111111111
1566555454,3,10,33,0.06521739130434782,0.21739130434782608,0.717391304347826
1566555455,4,17,24,0.08888888888888889,0.37777777777777777,0.5333333333333333
1566555456,6,18,21,0.13333333333333333,0.4,0.4666666666666667
1566555457,3,14,26,0.06976744186046512,0.32558139534883723,0.6046511627906976
1566555458,0,13,33,0,0.2826086956521739,0.717391304347826
1566555459,1,14,30,0.022222222222222223,0.3111111111111111,0.6666666666666666
1566555460,2,17,28,0.0425531914893617,0.3617021276595745,0.5957446808510638
1566555461,6,14,23,0.13953488372093023,0.32558139534883723,0.5348837209302325
1566555462,4,22,18,0.09090909090909091,0.5,0.4090909090909091
1566555463,6,17,23,0.13043478260869565,0.3695652173913043,0.5
1566555464,5,13,28,0.10869565217391304,0.2826086956521739,0.6086956521739131
1566555465,6,18,21,0.13333333333333333,0.4,0.4666666666666667
1566555466,3,16,25,0.06818181818181818,0.36363636363636365,0.5681818181818182
1566555467,2,25,19,0.043478260869565216,0.5434782608695652,0.41304347826086957
1566555468,5,19,18,0.11904761904761904,0.4523809523809524,0.42857142857142855
1566555469,2,22,24,0.041666666666666664,0.4583333333333333,0.5
1566555470,6,18,21,0.13333333333333333,0.4,0.4666666666666667
1566555471,0,19,25,0,0.4318181818181818,0.5681818181818182
1566555472,5,16,24,0.1111111111111111,0.35555555555555557,0.5333333333333333
1566555473,2,18,25,0.044444444444444446,0.4,0.5555555555555556
1566555474,1,19,26,0.021739130434782608,0.41304347826086957,0.5652173913043478
1566555475,4,16,24,0.09090909090909091,0.36363636363636365,0.5454545454545454
1566555476,7,21,18,0.15217391304347827,0.45652173913043476,0.391304347826087
1566555477,4,15,25,0.09090909090909091,0.3409090909090909,0.5681818181818182
1566555478,2,16,27,0.044444444444444446,0.35555555555555557,0.6
1566555479,2,14,28,0.045454545454545456,0.3181818181818182,0.6363636363636364
1566555480,1,20,24,0.022222222222222223,0.4444444444444444,0.5333333333333333
1566555481,3,21,20,0.06818181818181818,0.4772727272727273,0.45454545454545453
1566555482,2,13,27,0.047619047619047616,0.30952380952380953,0.6428571428571429
1566555483,6,16,25,0.1276595744680851,0.3404255319148936,0.5319148936170213
1566555484,3,13,27,0.06976744186046512,0.3023255813953488,0.627906976744186
1566555485,3,19,21,0.06976744186046512,0.4418604651162791,0.4883720930232558
1566555486,3,14,28,0.06666666666666667,0.3111111111111111,0.6222222222222222
1566555487,5,17,22,0.11363636363636363,0.38636363636363635,0.5
1566555488,4,15,23,0.09523809523809523,0.35714285714285715,0.5476190476190477
1566555489,3,15,28,0.06521739130434782,0.32608695652173914,0.6086956521739131
1566555490,1,16,25,0.023809523809523808,0.38095238095238093,0.5952380952380952
1566555491,5,12,29,0.10869565217391304,0.2608695652173913,0.6304347826086957
1566555492,6,15,23,0.13636363636363635,0.3409090909090909,0.5227272727272727
1566555493,3,14,26,0.06976744186046512,0.32558139534883723,0.6046511627906976
1566555494,4,19,22,0.08888888888888889,0.4222222222222222,0.4888888888888889
1566555495,6,21,17,0.13636363636363635,0.4772727272727273,0.38636363636363635
1566555496,4,16,22,0.09523809523809523,0.38095238095238093,0.5238095238095238
1566555497,2,11,33,0.043478260869565216,0.2391304347826087,0.717391304347826
1566555498,3,22,19,0.06818181818181818,0.5,0.4318181818181818
1566555499,2,24,19,0.044444444444444446,0.5333333333333333,0.4222222222222222
1566555500,4,17,21,0.09523809523809523,0.40476190476190477,0.5
1566555501,2,10,33,0.044444444444444446,0.2222222222222222,0.7333333333333333
1566555502,5,19,20,0.11363636363636363,0.4318181818181818,0.45454545454545453
1566555503,3,18,23,0.06818181818181818,0.4090909090909091,0.5227272727272727
1566555504,6,20,18,0.13636363636363635,0.45454545454545453,0.4090909090909091
1566555505,3,18,22,0.06976744186046512,0.4186046511627907,0.5116279069767442
1566555506,1,16,28,0.022222222222222223,0.35555555555555557,0.6222222222222222
1566555507,3,13,28,0.06818181818181818,0.29545454545454547,0.6363636363636364
1566555508,4,24,16,0.09090909090909091,0.5454545454545454,0.36363636363636365
1566555509,2,20,22,0.045454545454545456,0.45454545454545453,0.5
1566555510,2,16,26,0.045454545454545456,0.36363636363636365,0.5909090909090909
1566555511,4,13,27,0.09090909090909091,0.29545454545454547,0.6136363636363636
1566555512,0,18,26,0,0.4090909090909091,0.5909090909090909
1566555513,3,14,26,0.06976744186046512,0.32558139534883723,0.6046511627906976
1566555514,7,10,27,0.1590909090909091,0.22727272727272727,0.6136363636363636
1566555515,2,16,26,0.045454545454545456,0.36363636363636365,0.5909090909090909
1566555516,0,22,22,0,0.5,0.5
1566555517,7,18,21,0.15217391304347827,0.391304347826087,0.45652173913043476
1566555518,0,19,24,0,0.4418604651162791,0.5581395348837209
1566555519,5,12,25,0.11904761904761904,0.2857142857142857,0.5952380952380952
1566555520,3,18,24,0.06666666666666667,0.4,0.5333333333333333
1566555521,4,14,26,0.09090909090909091,0.3181818181818182,0.5909090909090909
1566555522,2,13,30,0.044444444444444446,0.28888888888888886,0.6666666666666666
1566555523,5,18,19,0.11904761904761904,0.42857142857142855,0.4523809523809524
1566555524,5,16,25,0.10869565217391304,0.34782608695652173,0.5434782608695652
1566555525,1,22,22,0.022222222222222223,0.4888888888888889,0.4888888888888889
1566555526,0,21,22,0,0.4883720930232558,0.5116279069767442
1566555527,5,13,26,0.11363636363636363,0.29545454545454547,0.5909090909090909
1566555528,0,15,29,0,0.3409090909090909,0.6590909090909091
1566555529,1,12,31,0.022727272727272728,0.2727272727272727,0.7045454545454546
1566555530,2,14,29,0.044444444444444446,0.3111111111111111,0.6444444444444445
1566555531,2,15,25,0.047619047619047616,0.35714285714285715,0.5952380952380952
1566555532,3,16,26,0.06666666666666667,0.35555555555555557,0.5777777777777777
1566555533,6,18,20,0.13636363636363635,0.4090909090909091,0.45454545454545453
1566555534,9,12,23,0.20454545454545456,0.2727272727272727,0.5227272727272727
1566555535,3,21,20,0.06818181818181818,0.4772727272727273,0.45454545454545453
1566555536,2,21,20,0.046511627906976744,0.4883720930232558,0.46511627906976744
1566555537,3,17,24,0.06818181818181818,0.38636363636363635,0.5454545454545454
1566555538,8,18,19,0.17777777777777778,0.4,0.4222222222222222
1566555539,5,11,28,0.11363636363636363,0.25,0.6363636363636364
1566555540,7,17,20,0.1590909090909091,0.38636363636363635,0.45454545454545453
1566555541,3,13,28,0.06818181818181818,0.29545454545454547,0.6363636363636364
1566555542,3,14,27,0.06818181818181818,0.3181818181818182,0.6136363636363636
1566555543,5,19,21,0.1111111111111111,0.4222222222222222,0.4666666666666667
1566555544,5,12,24,0.12195121951219512,0.2926829268292683,0.5853658536585366
1566555545,2,21,22,0.044444444444444446,0.4666666666666667,0.4888888888888889
1566555546,4,13,28,0.08888888888888889,0.28888888888888886,0.6222222222222222
1566555547,8,21,15,0.18181818181818182,0.4772727272727273,0.3409090909090909
1566555548,6,18,20,0.13636363636363635,0.4090909090909091,0.45454545454545453
1566555549,0,14,30,0,0.3181818181818182,0.6818181818181818
1566555550,6,14,23,0.13953488372093023,0.32558139534883723,0.5348837209302325
1566555551,3,17,24,0.06818181818181818,0.38636363636363635,0.5454545454545454
1566555552,3,19,23,0.06666666666666667,0.4222222222222222,0.5111111111111111
1566555553,1,13,30,0.022727272727272728,0.29545454545454547,0.6818181818181818
1566555554,4,15,26,0.08888888888888889,0.3333333333333333,0.5777777777777777
1566555555,6,12,25,0.13953488372093023,0.27906976744186046,0.5813953488372093
1566555556,3,17,24,0.06818181818181818,0.38636363636363635,0.5454545454545454
1566555557,6,14,24,0.13636363636363635,0.3181818181818182,0.5454545454545454
1566555558,1,24,19,0.022727272727272728,0.5454545454545454,0.4318181818181818
1566555559,1,19,25,0.022222222222222223,0.4222222222222222,0.5555555555555556
1566555560,2,16,25,0.046511627906976744,0.37209302325581395,0.5813953488372093
1566555561,2,13,27,0.047619047619047616,0.30952380952380953,0.6428571428571429
1566555562,0,13,32,0,0.28888888888888886,0.7111111111111111
1566555563,4,20,21,0.08888888888888889,0.4444444444444444,0.4666666666666667
1566555564,2,12,30,0.045454545454545456,0.2727272727272727,0.6818181818181818
1566555565,1,17,24,0.023809523809523808,0.40476190476190477,0.5714285714285714
1566555566,6,12,28,0.13043478260869565,0.2608695652173913,0.6086956521739131
1566555567,4,17,23,0.09090909090909091,0.38636363636363635,0.5227272727272727
1566555568,1,16,27,0.022727272727272728,0.36363636363636365,0.6136363636363636
1566555569,2,12,31,0.044444444444444446,0.26666666666666666,0.6888888888888889
1566555570,2,20,20,0.047619047619047616,0.47619047619047616,0.47619047619047616
1566555571,7,17,21,0.15555555555555556,0.37777777777777777,0.4666666666666667
1566555572,6,16,23,0.13333333333333333,0.35555555555555557,0.5111111111111111
1566555573,2,13,27,0.047619047619047616,0.30952380952380953,0.6428571428571429
1566555574,2,19,23,0.045454545454545456,0.4318181818181818,0.5227272727272727
1566555575,5,15,24,0.11363636363636363,0.3409090909090909,0.5454545454545454
1566555576,9,13,24,0.1956521739130435,0.2826086956521739,0.5217391304347826
1566555577,5,14,24,0.11627906976744186,0.32558139534883723,0.5581395348837209
1566555578,4,23,17,0.09090909090909091,0.5227272727272727,0.38636363636363635
1566555579,5,16,21,0.11904761904761904,0.38095238095238093,0.5
1566555580,7,13,25,0.15555555555555556,0.28888888888888886,0.5555555555555556
1566555581,5,15,23,0.11627906976744186,0.3488372093023256,0.5348837209302325
1566555582,3,15,29,0.06382978723404255,0.3191489361702128,0.6170212765957447
1566555583,5,12,26,0.11627906976744186,0.27906976744186046,0.6046511627906976
1566555584,3,15,26,0.06818181818181818,0.3409090909090909,0.5909090909090909
1566555585,5,22,17,0.11363636363636363,0.5,0.38636363636363635
1566555586,3,21,20,0.06818181818181818,0.4772727272727273,0.45454545454545453
1566555587,3,14,27,0.06818181818181818,0.3181818181818182,0.6136363636363636
1566555588,0,19,25,0,0.4318181818181818,0.5681818181818182
1566555589,4,15,24,0.09302325581395349,0.3488372093023256,0.5581395348837209
1566555590,3,15,26,0.06818181818181818,0.3409090909090909,0.5909090909090909
1566555591,4,20,21,0.08888888888888889,0.4444444444444444,0.4666666666666667
1566555592,5,12,25,0.11904761904761904,0.2857142857142857,0.5952380952380952
1566555593,5,16,25,0.10869565217391304,0.34782608695652173,0.5434782608695652
1566555594,2,9,32,0.046511627906976744,0.20930232558139536,0.7441860465116279
1566555595,5,18,22,0.1111111111111111,0.4,0.4888888888888889
1566555596,1,23,21,0.022222222222222223,0.5111111111111111,0.4666666666666667
1566555597,7,10,23,0.175,0.25,0.575
1566555598,6,20,21,0.1276595744680851,0.425531914893617,0.44680851063829785
1566555599,3,10,32,0.06666666666666667,0.2222222222222222,0.7111111111111111
1566555600,8,14,20,0.19047619047619047,0.3333333333333333,0.47619047619047616
1566555601,5,16,24,0.1111111111111111,0.35555555555555557,0.5333333333333333
1566555602,6,15,23,0.13636363636363635,0.3409090909090909,0.5227272727272727
1566555603,4,13,27,0.09090909090909091,0.29545454545454547,0.6136363636363636
1566555604,5,17,22,0.11363636363636363,0.38636363636363635,0.5
1566555605,3,17,23,0.06976744186046512,0.3953488372093023,0.5348837209302325
1566555606,4,11,30,0.08888888888888889,0.24444444444444444,0.6666666666666666
1566555607,5,16,22,0.11627906976744186,0.37209302325581395,0.5116279069767442
1566555608,7,13,26,0.15217391304347827,0.2826086956521739,0.5652173913043478
1566555609,1,17,24,0.023809523809523808,0.40476190476190477,0.5714285714285714
1566555610,5,16,23,0.11363636363636363,0.36363636363636365,0.5227272727272727
1566555611,4,17,21,0.09523809523809523,0.40476190476190477,0.5
1566555612,3,20,22,0.06666666666666667,0.4444444444444444,0.4888888888888889
1566555613,4,18,22,0.09090909090909091,0.4090909090909091,0.5
1566555614,4,16,22,0.09523809523809523,0.38095238095238093,0.5238095238095238
1566555615,7,17,19,0.16279069767441862,0.3953488372093023,0.4418604651162791
1566555616,3,17,23,0.06976744186046512,0.3953488372093023,0.5348837209302325
1566555617,5,16,22,0.11627906976744186,0.37209302325581395,0.5116279069767442
1566555618,4,19,20,0.09302325581395349,0.4418604651162791,0.46511627906976744
1566555619,2,15,26,0.046511627906976744,0.3488372093023256,0.6046511627906976
1566555620,8,11,24,0.18604651162790697,0.2558139534883721,0.5581395348837209
1566555621,2,13,29,0.045454545454545456,0.29545454545454547,0.6590909090909091
1566555622,6,13,24,0.13953488372093023,0.3023255813953488,0.5581395348837209
1566555623,5,12,25,0.11904761904761904,0.2857142857142857,0.5952380952380952
1566555624,2,11,30,0.046511627906976744,0.2558139534883721,0.6976744186046512
1566555625,3,21,19,0.06976744186046512,0.4883720930232558,0.4418604651162791
1566555626,9,15,20,0.20454545454545456,0.3409090909090909,0.45454545454545453
1566555627,7,10,26,0.16279069767441862,0.23255813953488372,0.6046511627906976
1566555628,1,18,24,0.023255813953488372,0.4186046511627907,0.5581395348837209
1566555629,6,18,18,0.14285714285714285,0.42857142857142855,0.42857142857142855
1566555630,3,12,29,0.06818181818181818,0.2727272727272727,0.6590909090909091
1566555631,4,17,22,0.09302325581395349,0.3953488372093023,0.5116279069767442
1566555632,5,15,22,0.11904761904761904,0.35714285714285715,0.5238095238095238
1566555633,4,10,30,0.09090909090909091,0.22727272727272727,0.6818181818181818
1566555634,1,20,22,0.023255813953488372,0.46511627906976744,0.5116279069767442
1566555635,6,11,25,0.14285714285714285,0.2619047619047619,0.5952380952380952
1566555636,3,21,20,0.06818181818181818,0.4772727272727273,0.45454545454545453
1566555637,6,16,21,0.13953488372093023,0.37209302325581395,0.4883720930232558
1566555638,5,12,26,0.11627906976744186,0.27906976744186046,0.6046511627906976
1566555639,4,12,26,0.09523809523809523,0.2857142857142857,0.6190476190476191
1566555640,4,12,26,0.09523809523809523,0.2857142857142857,0.6190476190476191
1566555641,5,19,21,0.1111111111111111,0.4222222222222222,0.4666666666666667
1566555642,2,13,27,0.047619047619047616,0.30952380952380953,0.6428571428571429
1566555643,5,14,24,0.11627906976744186,0.32558139534883723,0.5581395348837209
1566555644,7,12,23,0.16666666666666666,0.2857142857142857,0.5476190476190477
1566555645,4,14,26,0.09090909090909091,0.3181818181818182,0.5909090909090909
1566555646,2,13,26,0.04878048780487805,0.3170731707317073,0.6341463414634146
1566555647,3,16,26,0.06666666666666667,0.35555555555555557,0.5777777777777777
1566555648,2,16,24,0.047619047619047616,0.38095238095238093,0.5714285714285714
1566555649,2,16,26,0.045454545454545456,0.36363636363636365,0.5909090909090909
1566555650,6,17,19,0.14285714285714285,0.40476190476190477,0.4523809523809524
1566555651,5,15,24,0.11363636363636363,0.3409090909090909,0.5454545454545454
1566555652,5,19,19,0.11627906976744186,0.4418604651162791,0.4418604651162791
1566555653,5,14,25,0.11363636363636363,0.3181818181818182,0.5681818181818182
1566555654,4,15,24,0.09302325581395349,0.3488372093023256,0.5581395348837209
1566555655,5,12,25,0.11904761904761904,0.2857142857142857,0.5952380952380952
1566555656,6,8,29,0.13953488372093023,0.18604651162790697,0.6744186046511628
1566555657,4,14,25,0.09302325581395349,0.32558139534883723,0.5813953488372093
1566555658,6,15,22,0.13953488372093023,0.3488372093023256,0.5116279069767442
1566555659,4,16,23,0.09302325581395349,0.37209302325581395,0.5348837209302325
1566555660,7,19,17,0.16279069767441862,0.4418604651162791,0.3953488372093023
1566555661,3,8,31,0.07142857142857142,0.19047619047619047,0.7380952380952381
1566555662,3,19,22,0.06818181818181818,0.4318181818181818,0.5
1566555663,2,12,29,0.046511627906976744,0.27906976744186046,0.6744186046511628
1566555664,4,13,26,0.09302325581395349,0.3023255813953488,0.6046511627906976
1566555665,5,17,22,0.11363636363636363,0.38636363636363635,0.5
1566555666,0,16,26,0,0.38095238095238093,0.6190476190476191
1566555667,3,14,25,0.07142857142857142,0.3333333333333333,0.5952380952380952
1566555668,8,11,25,0.18181818181818182,0.25,0.5681818181818182
1566555669,7,15,21,0.16279069767441862,0.3488372093023256,0.4883720930232558
1566555670,1,15,27,0.023255813953488372,0.3488372093023256,0.627906976744186
1566555671,6,13,24,0.13953488372093023,0.3023255813953488,0.5581395348837209
1566555672,8,18,17,0.18604651162790697,0.4186046511627907,0.3953488372093023
1566555673,4,13,25,0.09523809523809523,0.30952380952380953,0.5952380952380952
1566555674,6,13,25,0.13636363636363635,0.29545454545454547,0.5681818181818182
1566555675,3,18,23,0.06818181818181818,0.4090909090909091,0.5227272727272727
1566555676,7,16,19,0.16666666666666666,0.38095238095238093,0.4523809523809524
1566555677,3,20,21,0.06818181818181818,0.45454545454545453,0.4772727272727273
1566555678,6,9,27,0.14285714285714285,0.21428571428571427,0.6428571428571429
1566555679,6,11,25,0.14285714285714285,0.2619047619047619,0.5952380952380952
1566555680,4,17,24,0.08888888888888889,0.37777777777777777,0.5333333333333333
1566555681,4,18,21,0.09302325581395349,0.4186046511627907,0.4883720930232558
1566555682,6,17,19,0.14285714285714285,0.40476190476190477,0.4523809523809524
1566555683,9,12,22,0.20930232558139536,0.27906976744186046,0.5116279069767442
1566555684,5,13,25,0.11627906976744186,0.3023255813953488,0.5813953488372093
1566555685,5,9,29,0.11627906976744186,0.20930232558139536,0.6744186046511628
1566555686,1,11,31,0.023255813953488372,0.2558139534883721,0.7209302325581395
1566555687,7,13,21,0.17073170731707318,0.3170731707317073,0.5121951219512195
1566555688,6,9,28,0.13953488372093023,0.20930232558139536,0.6511627906976745
1566555689,5,17,24,0.10869565217391304,0.3695652173913043,0.5217391304347826
1566555690,10,12,21,0.23255813953488372,0.27906976744186046,0.4883720930232558
1566555691,6,10,26,0.14285714285714285,0.23809523809523808,0.6190476190476191
1566555692,8,12,22,0.19047619047619047,0.2857142857142857,0.5238095238095238
1566555693,3,14,27,0.06818181818181818,0.3181818181818182,0.6136363636363636
1566555694,6,19,17,0.14285714285714285,0.4523809523809524,0.40476190476190477
1566555695,2,23,20,0.044444444444444446,0.5111111111111111,0.4444444444444444
1566555696,5,16,20,0.12195121951219512,0.3902439024390244,0.4878048780487805
1566555697,3,21,19,0.06976744186046512,0.4883720930232558,0.4418604651162791
1566555698,7,10,27,0.1590909090909091,0.22727272727272727,0.6136363636363636
1566555699,7,13,22,0.16666666666666666,0.30952380952380953,0.5238095238095238
1566555700,5,12,25,0.11904761904761904,0.2857142857142857,0.5952380952380952
1566555701,3,16,27,0.06521739130434782,0.34782608695652173,0.5869565217391305
1566555702,7,14,21,0.16666666666666666,0.3333333333333333,0.5
1566555703,4,11,29,0.09090909090909091,0.25,0.6590909090909091
1566555704,5,10,27,0.11904761904761904,0.23809523809523808,0.6428571428571429
1566555705,4,14,26,0.09090909090909091,0.3181818181818182,0.5909090909090909
1566555706,10,16,16,0.23809523809523808,0.38095238095238093,0.38095238095238093
1566555707,3,13,28,0.06818181818181818,0.29545454545454547,0.6363636363636364
1566555708,6,9,27,0.14285714285714285,0.21428571428571427,0.6428571428571429
1566555709,4,13,26,0.09302325581395349,0.3023255813953488,0.6046511627906976
1566555710,4,9,29,0.09523809523809523,0.21428571428571427,0.6904761904761905
1566555711,7,15,21,0.16279069767441862,0.3488372093023256,0.4883720930232558
1566555712,8,11,23,0.19047619047619047,0.2619047619047619,0.5476190476190477
1566555713,8,11,26,0.17777777777777778,0.24444444444444444,0.5777777777777777
1566555714,7,13,24,0.1590909090909091,0.29545454545454547,0.5454545454545454
1566555715,7,15,20,0.16666666666666666,0.35714285714285715,0.47619047619047616
1566555716,4,16,21,0.0975609756097561,0.3902439024390244,0.5121951219512195
1566555717,6,19,20,0.13333333333333333,0.4222222222222222,0.4444444444444444
1566555718,7,14,23,0.1590909090909091,0.3181818181818182,0.5227272727272727
1566555719,4,15,23,0.09523809523809523,0.35714285714285715,0.5476190476190477
1566555720,3,15,24,0.07142857142857142,0.35714285714285715,0.5714285714285714
1566555721,6,12,25,0.13953488372093023,0.27906976744186046,0.5813953488372093
1566555722,6,17,21,0.13636363636363635,0.38636363636363635,0.4772727272727273
1566555723,6,12,25,0.13953488372093023,0.27906976744186046,0.5813953488372093
1566555724,3,10,30,0.06976744186046512,0.23255813953488372,0.6976744186046512
1566555725,3,18,22,0.06976744186046512,0.4186046511627907,0.5116279069767442
1566555726,8,10,25,0.18604651162790697,0.23255813953488372,0.5813953488372093
1566555727,3,17,23,0.06976744186046512,0.3953488372093023,0.5348837209302325
1566555728,3,14,27,0.06818181818181818,0.3181818181818182,0.6136363636363636
1566555729,5,14,23,0.11904761904761904,0.3333333333333333,0.5476190476190477
1566555730,2,12,29,0.046511627906976744,0.27906976744186046,0.6744186046511628
1566555731,5,10,28,0.11627906976744186,0.23255813953488372,0.6511627906976745
1566555732,4,15,23,0.09523809523809523,0.35714285714285715,0.5476190476190477
1566555733,6,10,26,0.14285714285714285,0.23809523809523808,0.6190476190476191
1566555734,9,12,21,0.21428571428571427,0.2857142857142857,0.5
1566555735,4,14,23,0.0975609756097561,0.34146341463414637,0.5609756097560976
1566555736,7,11,24,0.16666666666666666,0.2619047619047619,0.5714285714285714
1566555737,6,13,24,0.13953488372093023,0.3023255813953488,0.5581395348837209
1566555738,7,13,21,0.17073170731707318,0.3170731707317073,0.5121951219512195
1566555739,3,17,22,0.07142857142857142,0.40476190476190477,0.5238095238095238
1566555740,9,10,24,0.20930232558139536,0.23255813953488372,0.5581395348837209
1566555741,8,14,19,0.1951219512195122,0.34146341463414637,0.4634146341463415
1566555742,3,13,26,0.07142857142857142,0.30952380952380953,0.6190476190476191
1566555743,5,12,24,0.12195121951219512,0.2926829268292683,0.5853658536585366
1566555744,8,13,23,0.18181818181818182,0.29545454545454547,0.5227272727272727
1566555745,4,12,26,0.09523809523809523,0.2857142857142857,0.6190476190476191
1566555746,5,13,23,0.12195121951219512,0.3170731707317073,0.5609756097560976
1566555747,3,12,28,0.06976744186046512,0.27906976744186046,0.6511627906976745
1566555748,4,17,20,0.0975609756097561,0.4146341463414634,0.4878048780487805
1566555749,6,13,23,0.14285714285714285,0.30952380952380953,0.5476190476190477
1566555750,5,10,25,0.125,0.25,0.625
1566555751,5,14,26,0.1111111111111111,0.3111111111111111,0.5777777777777777
1566555752,1,11,30,0.023809523809523808,0.2619047619047619,0.7142857142857143
1566555753,5,14,23,0.11904761904761904,0.3333333333333333,0.5476190476190477
1566555754,11,13,18,0.2619047619047619,0.30952380952380953,0.42857142857142855
1566555755,5,12,25,0.11904761904761904,0.2857142857142857,0.5952380952380952
1566555756,9,13,20,0.21428571428571427,0.30952380952380953,0.47619047619047616
1566555757,5,9,27,0.12195121951219512,0.21951219512195122,0.6585365853658537
1566555758,8,7,27,0.19047619047619047,0.16666666666666666,0.6428571428571429
1566555759,6,13,22,0.14634146341463414,0.3170731707317073,0.5365853658536586
1566555760,4,13,27,0.09090909090909091,0.29545454545454547,0.6136363636363636
1566555761,6,12,23,0.14634146341463414,0.2926829268292683,0.5609756097560976
1566555762,9,15,19,0.20930232558139536,0.3488372093023256,0.4418604651162791
1566555763,4,11,27,0.09523809523809523,0.2619047619047619,0.6428571428571429
1566555764,7,8,25,0.175,0.2,0.625
1566555765,6,14,24,0.13636363636363635,0.3181818181818182,0.5454545454545454
1566555766,4,7,31,0.09523809523809523,0.16666666666666666,0.7380952380952381
1566555767,7,14,20,0.17073170731707318,0.34146341463414637,0.4878048780487805
1566555768,4,18,20,0.09523809523809523,0.42857142857142855,0.47619047619047616
1566555769,5,11,27,0.11627906976744186,0.2558139534883721,0.627906976744186
1566555770,3,17,22,0.07142857142857142,0.40476190476190477,0.5238095238095238
